name	chromosome	strand	txStart	txEnd	exonStarts	exonEnds	name2	exon_number
NM_001168278.1	3	-	149235021	149421060	149290650	149290787	WWTR1	4
NM_001168278.1	3	-	149235021	149421060	149374662	149375096	WWTR1	3
NM_001168278.1	3	-	149235021	149421060	149387574	149387678	WWTR1	2
NM_001168278.1	3	-	149235021	149421060	149420910	149421060	WWTR1	1
NM_006218.3	3	+	178866310	178957881	178866310	178866391	PIK3CA	1
NM_006218.3	3	+	178866310	178957881	178916537	178916965	PIK3CA	2
NM_006218.3	3	+	178866310	178957881	178917477	178917687	PIK3CA	3
NM_006218.3	3	+	178866310	178957881	178919077	178919328	PIK3CA	4
NM_006218.3	3	+	178866310	178957881	178921331	178921577	PIK3CA	5
NM_006218.3	3	+	178866310	178957881	178922290	178922376	PIK3CA	6
NM_006218.3	3	+	178866310	178957881	178927382	178927488	PIK3CA	7
NM_006218.3	3	+	178866310	178957881	178927973	178928126	PIK3CA	8
NM_006218.3	3	+	178866310	178957881	178928218	178928353	PIK3CA	9
NM_006218.3	3	+	178866310	178957881	178935997	178936122	PIK3CA	10
NM_006218.3	3	+	178866310	178957881	178936983	178937065	PIK3CA	11
NM_006218.3	3	+	178866310	178957881	178937358	178937523	PIK3CA	12
NM_006218.3	3	+	178866310	178957881	178937736	178937840	PIK3CA	13
NM_006218.3	3	+	178866310	178957881	178938773	178938945	PIK3CA	14
NM_006218.3	3	+	178866310	178957881	178941868	178941975	PIK3CA	15
NM_006218.3	3	+	178866310	178957881	178942487	178942609	PIK3CA	16
NM_006218.3	3	+	178866310	178957881	178943749	178943828	PIK3CA	17
NM_006218.3	3	+	178866310	178957881	178947059	178947230	PIK3CA	18
NM_006218.3	3	+	178866310	178957881	178947791	178947909	PIK3CA	19
NM_006218.3	3	+	178866310	178957881	178948012	178948164	PIK3CA	20
NM_006218.3	3	+	178866310	178957881	178951881	178957881	PIK3CA	21
NM_001242314.1	3	+	185000728	185206882	185000728	185000815	MAP3K13	1
NM_001242314.1	3	+	185000728	185206882	185003312	185003431	MAP3K13	2
NM_001242314.1	3	+	185000728	185206882	185146284	185146844	MAP3K13	3
NM_001242314.1	3	+	185000728	185206882	185155234	185155418	MAP3K13	4
NM_001242314.1	3	+	185000728	185206882	185161232	185161424	MAP3K13	5
NM_001242314.1	3	+	185000728	185206882	185165576	185165735	MAP3K13	6
NM_001242314.1	3	+	185000728	185206882	185167687	185167846	MAP3K13	7
NM_001242314.1	3	+	185000728	185206882	185169074	185169183	MAP3K13	8
NM_001242314.1	3	+	185000728	185206882	185181337	185181447	MAP3K13	9
NM_001242314.1	3	+	185000728	185206882	185183534	185183651	MAP3K13	10
NM_001242314.1	3	+	185000728	185206882	185184613	185184751	MAP3K13	11
NM_001242314.1	3	+	185000728	185206882	185190762	185191549	MAP3K13	12
NM_001242314.1	3	+	185000728	185206882	185195113	185195184	MAP3K13	13
NM_001242314.1	3	+	185000728	185206882	185198019	185198317	MAP3K13	14
NM_001242314.1	3	+	185000728	185206882	185200142	185206882	MAP3K13	15
NM_001167671.2	3	+	187943192	188608460	187943192	187943315	LPP	1
NM_001167671.2	3	+	187943192	188608460	188059450	188059507	LPP	2
NM_001167671.2	3	+	187943192	188608460	188123899	188124101	LPP	3
NM_001167671.2	3	+	187943192	188608460	188202379	188202492	LPP	4
NM_001167671.2	3	+	187943192	188608460	188242452	188242575	LPP	5
NM_001167671.2	3	+	187943192	188608460	188326948	188327632	LPP	6
NM_001167671.2	3	+	187943192	188608460	188426054	188426181	LPP	7
NM_001167671.2	3	+	187943192	188608460	188477900	188478070	LPP	8
NM_001167671.2	3	+	187943192	188608460	188583987	188584166	LPP	9
NM_001167671.2	3	+	187943192	188608460	188590430	188590551	LPP	10
NM_001167671.2	3	+	187943192	188608460	188592138	188608460	LPP	11
NM_178496.3	3	-	192514603	192635950	192514603	192517439	MB21D2	2
NM_178496.3	3	-	192514603	192635950	192635418	192635950	MB21D2	1
NM_000551.3	3	+	10183318	10195354	10183318	10183871	VHL	1
NM_000551.3	3	+	10183318	10195354	10188197	10188320	VHL	2
NM_000551.3	3	+	10183318	10195354	10191470	10195354	VHL	3
NM_002880.3	3	-	12625099	12705700	12625099	12626156	RAF1	17
NM_002880.3	3	-	12625099	12705700	12626345	12626480	RAF1	16
NM_002880.3	3	-	12625099	12705700	12626620	12626752	RAF1	15
NM_002880.3	3	-	12625099	12705700	12627179	12627298	RAF1	14
NM_002880.3	3	-	12625099	12705700	12629089	12629136	RAF1	13
NM_002880.3	3	-	12625099	12705700	12632296	12632473	RAF1	12
NM_002880.3	3	-	12625099	12705700	12633206	12633291	RAF1	11
NM_002880.3	3	-	12625099	12705700	12641189	12641307	RAF1	10
NM_002880.3	3	-	12625099	12705700	12641650	12641778	RAF1	9
NM_002880.3	3	-	12625099	12705700	12641886	12641914	RAF1	8
NM_002880.3	3	-	12625099	12705700	12645634	12645788	RAF1	7
NM_002880.3	3	-	12625099	12705700	12647699	12647798	RAF1	6
NM_002880.3	3	-	12625099	12705700	12650264	12650422	RAF1	5
NM_002880.3	3	-	12625099	12705700	12650731	12650834	RAF1	4
NM_002880.3	3	-	12625099	12705700	12653448	12653561	RAF1	3
NM_002880.3	3	-	12625099	12705700	12660013	12660246	RAF1	2
NM_002880.3	3	-	12625099	12705700	12705311	12705700	RAF1	1
NM_004628.4	3	-	14186646	14220172	14186646	14187659	XPC	16
NM_004628.4	3	-	14186646	14220172	14188789	14188879	XPC	15
NM_004628.4	3	-	14186646	14220172	14189407	14189501	XPC	14
NM_004628.4	3	-	14186646	14220172	14190061	14190231	XPC	13
NM_004628.4	3	-	14186646	14220172	14190313	14190448	XPC	12
NM_004628.4	3	-	14186646	14220172	14193834	14193916	XPC	11
NM_004628.4	3	-	14186646	14220172	14197834	14197995	XPC	10
NM_004628.4	3	-	14186646	14220172	14199510	14200392	XPC	9
NM_004628.4	3	-	14186646	14220172	14201240	14201330	XPC	8
NM_004628.4	3	-	14186646	14220172	14206312	14206433	XPC	7
NM_004628.4	3	-	14186646	14220172	14206927	14207085	XPC	6
NM_004628.4	3	-	14186646	14220172	14208668	14208753	XPC	5
NM_004628.4	3	-	14186646	14220172	14209756	14209880	XPC	4
NM_004628.4	3	-	14186646	14220172	14211937	14212050	XPC	3
NM_004628.4	3	-	14186646	14220172	14214366	14214562	XPC	2
NM_004628.4	3	-	14186646	14220172	14219965	14220172	XPC	1
NM_005508.4	3	+	32993065	32996403	32993065	32993182	CCR4	1
NM_005508.4	3	+	32993065	32996403	32994863	32996403	CCR4	2
NM_016453.3	3	-	48711271	48723366	48711271	48712180	NCKIPSD	13
NM_016453.3	3	-	48711271	48723366	48715996	48716169	NCKIPSD	12
NM_016453.3	3	-	48711271	48723366	48716309	48716402	NCKIPSD	11
NM_016453.3	3	-	48711271	48723366	48716487	48716616	NCKIPSD	10
NM_016453.3	3	-	48711271	48723366	48716809	48716890	NCKIPSD	9
NM_016453.3	3	-	48711271	48723366	48717007	48717146	NCKIPSD	8
NM_016453.3	3	-	48711271	48723366	48717233	48717320	NCKIPSD	7
NM_016453.3	3	-	48711271	48723366	48717491	48717662	NCKIPSD	6
NM_016453.3	3	-	48711271	48723366	48718719	48719213	NCKIPSD	5
NM_016453.3	3	-	48711271	48723366	48719477	48719589	NCKIPSD	4
NM_016453.3	3	-	48711271	48723366	48719780	48719985	NCKIPSD	3
NM_016453.3	3	-	48711271	48723366	48720335	48720445	NCKIPSD	2
NM_016453.3	3	-	48711271	48723366	48723069	48723366	NCKIPSD	1
NM_004656.3	3	-	52435019	52444121	52435019	52436437	BAP1	17
NM_004656.3	3	-	52435019	52444121	52436617	52436690	BAP1	16
NM_004656.3	3	-	52435019	52444121	52436794	52436887	BAP1	15
NM_004656.3	3	-	52435019	52444121	52437153	52437314	BAP1	14
NM_004656.3	3	-	52435019	52444121	52437431	52437910	BAP1	13
NM_004656.3	3	-	52435019	52444121	52438468	52438602	BAP1	12
NM_004656.3	3	-	52435019	52444121	52439125	52439310	BAP1	11
NM_004656.3	3	-	52435019	52444121	52439780	52439928	BAP1	10
NM_004656.3	3	-	52435019	52444121	52440268	52440392	BAP1	9
NM_004656.3	3	-	52435019	52444121	52440844	52440923	BAP1	8
NM_004656.3	3	-	52435019	52444121	52441189	52441332	BAP1	7
NM_004656.3	3	-	52435019	52444121	52441414	52441476	BAP1	6
NM_004656.3	3	-	52435019	52444121	52441973	52442093	BAP1	5
NM_004656.3	3	-	52435019	52444121	52442489	52442622	BAP1	4
NM_004656.3	3	-	52435019	52444121	52443569	52443624	BAP1	3
NM_004656.3	3	-	52435019	52444121	52443729	52443759	BAP1	2
NM_004656.3	3	-	52435019	52444121	52443857	52444121	BAP1	1
NM_001007565.2	3	+	100428133	100467811	100428133	100428275	TFG	1
NM_001007565.2	3	+	100428133	100467811	100432486	100432713	TFG	2
NM_001007565.2	3	+	100428133	100467811	100438818	100438902	TFG	3
NM_001007565.2	3	+	100428133	100467811	100447555	100447702	TFG	4
NM_001007565.2	3	+	100428133	100467811	100451351	100451516	TFG	5
NM_001007565.2	3	+	100428133	100467811	100455419	100455560	TFG	6
NM_001007565.2	3	+	100428133	100467811	100463676	100463775	TFG	7
NM_001007565.2	3	+	100428133	100467811	100466992	100467811	TFG	8
NM_001145661.1	3	-	128198264	128207373	128198264	128200161	GATA2	7
NM_001145661.1	3	-	128198264	128207373	128200661	128200787	GATA2	6
NM_001145661.1	3	-	128198264	128207373	128202702	128202848	GATA2	5
NM_001145661.1	3	-	128198264	128207373	128204569	128205211	GATA2	4
NM_001145661.1	3	-	128198264	128207373	128205645	128205919	GATA2	3
NM_001145661.1	3	-	128198264	128207373	128206553	128206764	GATA2	2
NM_001145661.1	3	-	128198264	128207373	128207194	128207373	GATA2	1
NM_002950.3	3	-	128338812	128369719	128338812	128339436	RPN1	10
NM_002950.3	3	-	128338812	128369719	128341006	128341252	RPN1	9
NM_002950.3	3	-	128338812	128369719	128344376	128344496	RPN1	8
NM_002950.3	3	-	128338812	128369719	128344716	128344855	RPN1	7
NM_002950.3	3	-	128338812	128369719	128345575	128345675	RPN1	6
NM_002950.3	3	-	128338812	128369719	128348793	128348986	RPN1	5
NM_002950.3	3	-	128338812	128369719	128350790	128351000	RPN1	4
NM_002950.3	3	-	128338812	128369719	128356641	128356948	RPN1	3
NM_002950.3	3	-	128338812	128369719	128363761	128363826	RPN1	2
NM_002950.3	3	-	128338812	128369719	128369382	128369719	RPN1	1
NM_001127192.1	3	-	128886657	128902810	128886657	128889413	CNBP	5
NM_001127192.1	3	-	128886657	128902810	128889921	128890126	CNBP	4
NM_001127192.1	3	-	128886657	128902810	128890288	128890381	CNBP	3
NM_001127192.1	3	-	128886657	128902810	128890476	128890614	CNBP	2
NM_001127192.1	3	-	128886657	128902810	128902618	128902810	CNBP	1
NM_023067.3	3	-	138663065	138665982	138663065	138665982	FOXL2	1
NM_003875.2	3	+	155588324	155655521	155588324	155588686	GMPS	1
NM_003875.2	3	+	155588324	155655521	155611306	155611488	GMPS	2
NM_003875.2	3	+	155588324	155655521	155615715	155615830	GMPS	3
NM_003875.2	3	+	155588324	155655521	155621651	155621749	GMPS	4
NM_003875.2	3	+	155588324	155655521	155623948	155624052	GMPS	5
NM_003875.2	3	+	155588324	155655521	155628480	155628674	GMPS	6
NM_003875.2	3	+	155588324	155655521	155628902	155629068	GMPS	7
NM_003875.2	3	+	155588324	155655521	155632207	155632359	GMPS	8
NM_003875.2	3	+	155588324	155655521	155633807	155633981	GMPS	9
NM_003875.2	3	+	155588324	155655521	155637021	155637127	GMPS	10
NM_003875.2	3	+	155588324	155655521	155639975	155640091	GMPS	11
NM_003875.2	3	+	155588324	155655521	155643029	155643155	GMPS	12
NM_003875.2	3	+	155588324	155655521	155649553	155649669	GMPS	13
NM_003875.2	3	+	155588324	155655521	155652704	155652835	GMPS	14
NM_003875.2	3	+	155588324	155655521	155654126	155654299	GMPS	15
NM_003875.2	3	+	155588324	155655521	155655379	155655521	GMPS	16
NM_003106.3	3	+	181429711	181432224	181429711	181432224	SOX2	1
NM_004454.2	3	-	185764105	185826901	185764105	185766649	ETV5	13
NM_004454.2	3	-	185764105	185826901	185769818	185769920	ETV5	12
NM_004454.2	3	-	185764105	185826901	185774863	185775033	ETV5	11
NM_004454.2	3	-	185764105	185826901	185775211	185775280	ETV5	10
NM_004454.2	3	-	185764105	185826901	185782205	185782265	ETV5	9
NM_004454.2	3	-	185764105	185826901	185783601	185783861	ETV5	8
NM_004454.2	3	-	185764105	185826901	185797605	185797893	ETV5	7
NM_004454.2	3	-	185764105	185826901	185798834	185798964	ETV5	6
NM_004454.2	3	-	185764105	185826901	185823093	185823144	ETV5	5
NM_004454.2	3	-	185764105	185826901	185823237	185823285	ETV5	4
NM_004454.2	3	-	185764105	185826901	185823413	185823501	ETV5	3
NM_004454.2	3	-	185764105	185826901	185823612	185823731	ETV5	2
NM_004454.2	3	-	185764105	185826901	185826728	185826901	ETV5	1
NM_001967.3	3	+	186501360	186507686	186501360	186501428	EIF4A2	1
NM_001967.3	3	+	186501360	186507686	186502220	186502266	EIF4A2	2
NM_001967.3	3	+	186501360	186507686	186502352	186502485	EIF4A2	3
NM_001967.3	3	+	186501360	186507686	186502750	186502890	EIF4A2	4
NM_001967.3	3	+	186501360	186507686	186503671	186503840	EIF4A2	5
NM_001967.3	3	+	186501360	186507686	186503952	186504062	EIF4A2	6
NM_001967.3	3	+	186501360	186507686	186504290	186504434	EIF4A2	7
NM_001967.3	3	+	186501360	186507686	186504915	186505053	EIF4A2	8
NM_001967.3	3	+	186501360	186507686	186505283	186505373	EIF4A2	9
NM_001967.3	3	+	186501360	186507686	186505591	186505671	EIF4A2	10
NM_001967.3	3	+	186501360	186507686	186506913	186507686	EIF4A2	11
NM_001130845.1	3	-	187439164	187454285	187439164	187440389	BCL6	10
NM_001130845.1	3	-	187439164	187454285	187442728	187442866	BCL6	9
NM_001130845.1	3	-	187439164	187454285	187443286	187443417	BCL6	8
NM_001130845.1	3	-	187439164	187454285	187444518	187444686	BCL6	7
NM_001130845.1	3	-	187439164	187454285	187446147	187446332	BCL6	6
NM_001130845.1	3	-	187439164	187454285	187446837	187447809	BCL6	5
NM_001130845.1	3	-	187439164	187454285	187449496	187449718	BCL6	4
NM_001130845.1	3	-	187439164	187454285	187451320	187451491	BCL6	3
NM_001130845.1	3	-	187439164	187454285	187452656	187452695	BCL6	2
NM_001130845.1	3	-	187439164	187454285	187453877	187454285	BCL6	1
NM_001128148.2	3	-	195776154	195809032	195776154	195779055	TFRC	19
NM_001128148.2	3	-	195776154	195809032	195780288	195780429	TFRC	18
NM_001128148.2	3	-	195776154	195809032	195781950	195782172	TFRC	17
NM_001128148.2	3	-	195776154	195809032	195785154	195785236	TFRC	16
NM_001128148.2	3	-	195776154	195809032	195785444	195785503	TFRC	15
NM_001128148.2	3	-	195776154	195809032	195787050	195787118	TFRC	14
NM_001128148.2	3	-	195776154	195809032	195789452	195789516	TFRC	13
NM_001128148.2	3	-	195776154	195809032	195789724	195789810	TFRC	12
NM_001128148.2	3	-	195776154	195809032	195791179	195791299	TFRC	11
NM_001128148.2	3	-	195776154	195809032	195792313	195792471	TFRC	10
NM_001128148.2	3	-	195776154	195809032	195794388	195794528	TFRC	9
NM_001128148.2	3	-	195776154	195809032	195794902	195795001	TFRC	8
NM_001128148.2	3	-	195776154	195809032	195796325	195796439	TFRC	7
NM_001128148.2	3	-	195776154	195809032	195798266	195798369	TFRC	6
NM_001128148.2	3	-	195776154	195809032	195798873	195799023	TFRC	5
NM_001128148.2	3	-	195776154	195809032	195800800	195800996	TFRC	4
NM_001128148.2	3	-	195776154	195809032	195802029	195802231	TFRC	3
NM_001128148.2	3	-	195776154	195809032	195803934	195803993	TFRC	2
NM_001128148.2	3	-	195776154	195809032	195808913	195809032	TFRC	1
NM_003215.2	4	-	48137799	48271814	48137799	48139516	TEC	18
NM_003215.2	4	-	48137799	48271814	48140681	48140839	TEC	17
NM_003215.2	4	-	48137799	48271814	48140920	48141039	TEC	16
NM_003215.2	4	-	48137799	48271814	48143371	48143436	TEC	15
NM_003215.2	4	-	48137799	48271814	48147095	48147312	TEC	14
NM_003215.2	4	-	48137799	48271814	48147424	48147596	TEC	13
NM_003215.2	4	-	48137799	48271814	48148341	48148416	TEC	12
NM_003215.2	4	-	48137799	48271814	48151573	48151707	TEC	11
NM_003215.2	4	-	48137799	48271814	48152879	48152959	TEC	10
NM_003215.2	4	-	48137799	48271814	48158696	48158751	TEC	9
NM_003215.2	4	-	48137799	48271814	48165718	48165784	TEC	8
NM_003215.2	4	-	48137799	48271814	48169794	48169970	TEC	7
NM_003215.2	4	-	48137799	48271814	48170602	48170643	TEC	6
NM_003215.2	4	-	48137799	48271814	48172264	48172393	TEC	5
NM_003215.2	4	-	48137799	48271814	48173384	48173466	TEC	4
NM_003215.2	4	-	48137799	48271814	48178098	48178203	TEC	3
NM_003215.2	4	-	48137799	48271814	48230493	48230676	TEC	2
NM_003215.2	4	-	48137799	48271814	48271768	48271814	TEC	1
NM_000222.2	4	+	55524094	55606881	55524094	55524248	KIT	1
NM_000222.2	4	+	55524094	55606881	55561677	55561947	KIT	2
NM_000222.2	4	+	55524094	55606881	55564449	55564731	KIT	3
NM_000222.2	4	+	55524094	55606881	55565795	55565932	KIT	4
NM_000222.2	4	+	55524094	55606881	55569889	55570058	KIT	5
NM_000222.2	4	+	55524094	55606881	55573263	55573453	KIT	6
NM_000222.2	4	+	55524094	55606881	55575589	55575705	KIT	7
NM_000222.2	4	+	55524094	55606881	55589749	55589864	KIT	8
NM_000222.2	4	+	55524094	55606881	55592022	55592216	KIT	9
NM_000222.2	4	+	55524094	55606881	55593383	55593490	KIT	10
NM_000222.2	4	+	55524094	55606881	55593581	55593708	KIT	11
NM_000222.2	4	+	55524094	55606881	55593988	55594093	KIT	12
NM_000222.2	4	+	55524094	55606881	55594176	55594287	KIT	13
NM_000222.2	4	+	55524094	55606881	55595500	55595651	KIT	14
NM_000222.2	4	+	55524094	55606881	55597493	55597585	KIT	15
NM_000222.2	4	+	55524094	55606881	55598036	55598164	KIT	16
NM_000222.2	4	+	55524094	55606881	55599235	55599358	KIT	17
NM_000222.2	4	+	55524094	55606881	55602663	55602775	KIT	18
NM_000222.2	4	+	55524094	55606881	55602886	55602986	KIT	19
NM_000222.2	4	+	55524094	55606881	55603340	55603446	KIT	20
NM_000222.2	4	+	55524094	55606881	55604594	55606881	KIT	21
NM_001318359.1	4	+	40058523	40159872	40058523	40058650	N4BP2	1
NM_001318359.1	4	+	40058523	40159872	40075074	40075171	N4BP2	2
NM_001318359.1	4	+	40058523	40159872	40098846	40099189	N4BP2	3
NM_001318359.1	4	+	40058523	40159872	40101655	40101746	N4BP2	4
NM_001318359.1	4	+	40058523	40159872	40103694	40104838	N4BP2	5
NM_001318359.1	4	+	40058523	40159872	40108519	40108644	N4BP2	6
NM_001318359.1	4	+	40058523	40159872	40113703	40113792	N4BP2	7
NM_001318359.1	4	+	40058523	40159872	40115051	40115128	N4BP2	8
NM_001318359.1	4	+	40058523	40159872	40119488	40119644	N4BP2	9
NM_001318359.1	4	+	40058523	40159872	40121551	40123929	N4BP2	10
NM_001318359.1	4	+	40058523	40159872	40124746	40124832	N4BP2	11
NM_001318359.1	4	+	40058523	40159872	40125779	40125825	N4BP2	12
NM_001318359.1	4	+	40058523	40159872	40127753	40127950	N4BP2	13
NM_001318359.1	4	+	40058523	40159872	40133420	40133539	N4BP2	14
NM_001318359.1	4	+	40058523	40159872	40138563	40138702	N4BP2	15
NM_001318359.1	4	+	40058523	40159872	40144292	40144481	N4BP2	16
NM_001318359.1	4	+	40058523	40159872	40146251	40146420	N4BP2	17
NM_001318359.1	4	+	40058523	40159872	40154399	40154523	N4BP2	18
NM_001318359.1	4	+	40058523	40159872	40155811	40159872	N4BP2	19
NM_001134937.1	4	+	54243819	54326103	54243819	54244090	FIP1L1	1
NM_001134937.1	4	+	54243819	54326103	54245391	54245431	FIP1L1	2
NM_001134937.1	4	+	54243819	54326103	54248444	54248502	FIP1L1	3
NM_001134937.1	4	+	54243819	54326103	54249939	54250043	FIP1L1	4
NM_001134937.1	4	+	54243819	54326103	54255975	54256040	FIP1L1	5
NM_001134937.1	4	+	54243819	54326103	54256687	54256795	FIP1L1	6
NM_001134937.1	4	+	54243819	54326103	54257175	54257306	FIP1L1	7
NM_001134937.1	4	+	54243819	54326103	54257596	54257665	FIP1L1	8
NM_001134937.1	4	+	54243819	54326103	54265896	54266006	FIP1L1	9
NM_001134937.1	4	+	54243819	54326103	54280781	54280889	FIP1L1	10
NM_001134937.1	4	+	54243819	54326103	54292038	54292132	FIP1L1	11
NM_001134937.1	4	+	54243819	54326103	54294193	54294350	FIP1L1	12
NM_001134937.1	4	+	54243819	54326103	54306748	54306775	FIP1L1	13
NM_001134937.1	4	+	54243819	54326103	54308819	54308874	FIP1L1	14
NM_001134937.1	4	+	54243819	54326103	54310214	54310270	FIP1L1	15
NM_001134937.1	4	+	54243819	54326103	54319086	54319300	FIP1L1	16
NM_001134937.1	4	+	54243819	54326103	54324819	54324957	FIP1L1	17
NM_001134937.1	4	+	54243819	54326103	54325468	54326103	FIP1L1	18
NM_012110.3	4	-	54875955	54930815	54875955	54876312	CHIC2	6
NM_012110.3	4	-	54875955	54930815	54880003	54880063	CHIC2	5
NM_012110.3	4	-	54875955	54930815	54880229	54880286	CHIC2	4
NM_012110.3	4	-	54875955	54930815	54915121	54915277	CHIC2	3
NM_012110.3	4	-	54875955	54930815	54915417	54915472	CHIC2	2
NM_012110.3	4	-	54875955	54930815	54930348	54930815	CHIC2	1
NM_002253.2	4	-	55944425	55991762	55944425	55946330	KDR	30
NM_002253.2	4	-	55944425	55991762	55948122	55948208	KDR	29
NM_002253.2	4	-	55944425	55991762	55948702	55948802	KDR	28
NM_002253.2	4	-	55944425	55991762	55953773	55953925	KDR	27
NM_002253.2	4	-	55944425	55991762	55955034	55955140	KDR	26
NM_002253.2	4	-	55944425	55991762	55955540	55955640	KDR	25
NM_002253.2	4	-	55944425	55991762	55955857	55955969	KDR	24
NM_002253.2	4	-	55944425	55991762	55956122	55956245	KDR	23
NM_002253.2	4	-	55944425	55991762	55958783	55958881	KDR	22
NM_002253.2	4	-	55944425	55991762	55960968	55961122	KDR	21
NM_002253.2	4	-	55944425	55991762	55961743	55961832	KDR	20
NM_002253.2	4	-	55944425	55991762	55962395	55962509	KDR	19
NM_002253.2	4	-	55944425	55991762	55963828	55963933	KDR	18
NM_002253.2	4	-	55944425	55991762	55964303	55964439	KDR	17
NM_002253.2	4	-	55944425	55991762	55964863	55964970	KDR	16
NM_002253.2	4	-	55944425	55991762	55968063	55968195	KDR	15
NM_002253.2	4	-	55944425	55991762	55968528	55968675	KDR	14
NM_002253.2	4	-	55944425	55991762	55970809	55971151	KDR	13
NM_002253.2	4	-	55944425	55991762	55971998	55972107	KDR	12
NM_002253.2	4	-	55944425	55991762	55972853	55972977	KDR	11
NM_002253.2	4	-	55944425	55991762	55973903	55974060	KDR	10
NM_002253.2	4	-	55944425	55991762	55976569	55976733	KDR	9
NM_002253.2	4	-	55944425	55991762	55976820	55976935	KDR	8
NM_002253.2	4	-	55944425	55991762	55979470	55979648	KDR	7
NM_002253.2	4	-	55944425	55991762	55980292	55980432	KDR	6
NM_002253.2	4	-	55944425	55991762	55981040	55981209	KDR	5
NM_002253.2	4	-	55944425	55991762	55981447	55981578	KDR	4
NM_002253.2	4	-	55944425	55991762	55984770	55984967	KDR	3
NM_002253.2	4	-	55944425	55991762	55987263	55987357	KDR	2
NM_002253.2	4	-	55944425	55991762	55991393	55991762	KDR	1
NM_001166693.2	4	+	87856153	88062206	87856153	87856392	AFF1	1
NM_001166693.2	4	+	87856153	88062206	87869649	87869723	AFF1	2
NM_001166693.2	4	+	87856153	88062206	87967317	87967438	AFF1	3
NM_001166693.2	4	+	87856153	88062206	87967846	87968746	AFF1	4
NM_001166693.2	4	+	87856153	88062206	88005271	88005316	AFF1	5
NM_001166693.2	4	+	87856153	88062206	88011135	88011222	AFF1	6
NM_001166693.2	4	+	87856153	88062206	88012944	88012981	AFF1	7
NM_001166693.2	4	+	87856153	88062206	88016066	88016121	AFF1	8
NM_001166693.2	4	+	87856153	88062206	88026779	88026834	AFF1	9
NM_001166693.2	4	+	87856153	88062206	88026959	88026997	AFF1	10
NM_001166693.2	4	+	87856153	88062206	88029310	88029467	AFF1	11
NM_001166693.2	4	+	87856153	88062206	88035518	88036451	AFF1	12
NM_001166693.2	4	+	87856153	88062206	88046188	88046295	AFF1	13
NM_001166693.2	4	+	87856153	88062206	88047250	88047488	AFF1	14
NM_001166693.2	4	+	87856153	88062206	88048177	88048269	AFF1	15
NM_001166693.2	4	+	87856153	88062206	88048794	88048855	AFF1	16
NM_001166693.2	4	+	87856153	88062206	88052234	88052371	AFF1	17
NM_001166693.2	4	+	87856153	88062206	88052944	88053016	AFF1	18
NM_001166693.2	4	+	87856153	88062206	88053422	88053560	AFF1	19
NM_001166693.2	4	+	87856153	88062206	88055622	88055846	AFF1	20
NM_001166693.2	4	+	87856153	88062206	88056731	88062206	AFF1	21
NM_001100426.1	4	+	99182526	99365012	99182526	99182720	RAP1GDS1	1
NM_001100426.1	4	+	99182526	99365012	99214555	99214666	RAP1GDS1	2
NM_001100426.1	4	+	99182526	99365012	99264289	99264412	RAP1GDS1	3
NM_001100426.1	4	+	99182526	99365012	99273626	99273752	RAP1GDS1	4
NM_001100426.1	4	+	99182526	99365012	99300167	99300314	RAP1GDS1	5
NM_001100426.1	4	+	99182526	99365012	99313102	99313231	RAP1GDS1	6
NM_001100426.1	4	+	99182526	99365012	99325627	99325753	RAP1GDS1	7
NM_001100426.1	4	+	99182526	99365012	99337895	99338039	RAP1GDS1	8
NM_001100426.1	4	+	99182526	99365012	99338517	99338649	RAP1GDS1	9
NM_001100426.1	4	+	99182526	99365012	99339807	99339942	RAP1GDS1	10
NM_001100426.1	4	+	99182526	99365012	99341169	99341295	RAP1GDS1	11
NM_001100426.1	4	+	99182526	99365012	99342405	99342545	RAP1GDS1	12
NM_001100426.1	4	+	99182526	99365012	99355086	99355213	RAP1GDS1	13
NM_001100426.1	4	+	99182526	99365012	99358090	99358219	RAP1GDS1	14
NM_001100426.1	4	+	99182526	99365012	99363140	99365012	RAP1GDS1	15
NM_001127208.2	4	+	106067841	106200960	106067841	106068136	TET2	1
NM_001127208.2	4	+	106067841	106200960	106111516	106111662	TET2	2
NM_001127208.2	4	+	106067841	106200960	106155053	106158508	TET2	3
NM_001127208.2	4	+	106067841	106200960	106162495	106162586	TET2	4
NM_001127208.2	4	+	106067841	106200960	106163990	106164084	TET2	5
NM_001127208.2	4	+	106067841	106200960	106164726	106164935	TET2	6
NM_001127208.2	4	+	106067841	106200960	106180775	106180926	TET2	7
NM_001127208.2	4	+	106067841	106200960	106182915	106183005	TET2	8
NM_001127208.2	4	+	106067841	106200960	106190766	106190904	TET2	9
NM_001127208.2	4	+	106067841	106200960	106193720	106194075	TET2	10
NM_001127208.2	4	+	106067841	106200960	106196204	106200960	TET2	11
NM_001291285.1	4	+	126237566	126414087	126237566	126242741	FAT4	1
NM_001291285.1	4	+	126237566	126414087	126319938	126320070	FAT4	2
NM_001291285.1	4	+	126237566	126414087	126328034	126328296	FAT4	3
NM_001291285.1	4	+	126237566	126414087	126329598	126329949	FAT4	4
NM_001291285.1	4	+	126237566	126414087	126336038	126336961	FAT4	5
NM_001291285.1	4	+	126237566	126414087	126337602	126337777	FAT4	6
NM_001291285.1	4	+	126237566	126414087	126355399	126355580	FAT4	7
NM_001291285.1	4	+	126237566	126414087	126367447	126367698	FAT4	8
